Name,UID,Club,Based,Nat,DoB,Height,Weight,Best Pos,Transfer Value,Wage,Preferred Foot,Right Foot,Left Foot,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat.1,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
Phil Foden,28108494,Man City,England (Premier League),ENG,28/5/1998 (25 years old),171 cm,64 kg,"M (C), AM (RLC), ST (RL)",€251M - €301M,"€150,000 p/w",Left,Reasonable,Very Strong,13,13,17,14,17,13,8,13,5,8,17,12,8,17,7,14,13,16,15,15,14,16,8,16,10,14,17,16,16,17,15,7,14,16,15,9,2,2,3,3,1,3,2,3,2,2,3
Nathan Aké,37025551,Man City,England (Premier League),NED,18/2/1993 (30 years old),180 cm,75 kg,D (C),€181M - €199M,"€190,000 p/w",Left,Reasonable,Very Strong,2,10,13,8,14,6,15,10,10,15,14,3,15,14,12,16,16,16,15,14,15,6,14,5,15,14,13,16,15,14,13,12,14,15,15,15,1,3,1,1,4,2,2,2,1,3,1
Gianluigi Donnarumma,43252073,Man City,England (Premier League),ITA,25/2/1997 (26 years old),196 cm,90 kg,GK,€154M - €187M,"€130,000 p/w",Right Only,Very Strong,Weak,6,1,4,3,7,8,7,1,8,2,7,6,7,6,8,15,16,14,14,15,15,6,14,2,15,15,8,13,10,15,17,18,15,11,15,16,15,14,14,9,16,13,16,14,18,11,14
Joško Gvardiol,24060473,Man City,England (Premier League),CRO,23/1/2000 (23 years old),185 cm,80 kg,D (C),€152M - €181M,"€235,000 p/w",Left,Fairly Strong,Very Strong,2,12,13,7,14,6,13,8,12,14,14,7,14,13,15,14,17,16,14,13,17,13,14,12,14,15,15,16,14,12,15,13,15,15,14,16,1,2,1,3,2,4,1,1,2,3,2
Jérémy Doku,18106083,Man City,England (Premier League),BEL,27/5/2000 (23 years old),171 cm,67 kg,AM (L),€132M - €163M,"€46,500 p/w",Right,Very Strong,Fairly Strong,11,12,17,11,14,8,5,8,5,5,13,14,7,15,14,11,15,13,10,9,12,16,6,12,8,14,10,13,18,16,13,8,16,17,14,13,2,2,2,3,1,1,3,3,4,3,1
Oscar Bobb,28126241,Man City,England (Premier League),NOR,12/7/2001 (21 years old),174 cm,73 kg,AM (C),€122M - €145M,"€11,750 p/w",Left,Fairly Strong,Very Strong,12,8,14,11,13,10,6,11,4,7,13,10,6,14,12,13,11,14,13,13,13,15,7,13,12,14,13,14,15,14,12,8,14,14,13,8,3,2,1,3,3,1,2,3,4,1,3
Rico Lewis,2000098727,Man City,England (Premier League),ENG,21/11/2002 (20 years old),169 cm,68 kg,D/WB (RL),€95M - €121M,"€29,000 p/w",Right,Very Strong,Weak,4,10,13,8,12,6,12,5,10,11,13,12,13,13,15,12,16,15,13,14,17,12,13,13,16,13,12,16,15,17,13,8,13,14,15,13,3,2,1,1,1,1,2,4,2,3,3
Mateo Kovačić,24016925,Man City,England (Premier League),CRO,6/5/1992 (31 years old),176 cm,82 kg,M (C),€81M - €96M,"€190,000 p/w",Right,Very Strong,Reasonable,10,10,16,8,16,12,10,9,7,12,14,12,15,17,14,16,14,18,11,14,17,16,11,13,12,15,15,17,15,12,16,9,12,14,14,13,2,1,2,2,3,2,1,1,2,3,2
Kalvin Phillips,29113879,Man City,England (Premier League),ENG,2/12/1993 (29 years old),178 cm,72 kg,DM,€64M - €78M,"€190,000 p/w",Right,Very Strong,Reasonable,13,12,11,9,13,13,11,11,5,13,15,10,16,13,16,14,15,13,14,13,16,10,10,11,15,15,14,16,13,13,14,11,18,14,17,14,2,3,2,2,2,3,1,2,1,1,2
Sávio,2000011972,Man City,England (Premier League),BRA,10/4/2002 (21 years old),173 cm,66 kg,"M/AM (RL), ST (RL)",€46M - €71M,"€53,000 p/w",Left Only,Weak,Very Strong,12,14,17,11,15,12,3,10,8,5,12,10,4,16,8,13,9,12,12,12,15,17,13,15,5,12,15,11,16,17,13,11,13,16,12,7,3,2,1,2,2,3,3,3,3,3,1
Tijjani Reijnders,37071126,Man City,England (Premier League),NED,29/7/1996 (26 years old),185 cm,73 kg,"M (C), AM (RLC), ST (RL)",€29M - €45M,"€77,000 p/w",Right,Very Strong,Reasonable,12,12,15,10,15,12,9,13,5,10,15,11,10,15,8,13,13,12,14,14,14,14,11,14,12,16,15,15,14,15,13,12,15,14,16,13,3,3,4,4,1,1,3,1,1,3,1
Matheus Nunes,83188780,Man City,England (Premier League),POR,27/8/1996 (26 years old),184 cm,78 kg,"DM, M (C)",€25M - €39M,"€150,000 p/w",Right,Very Strong,Fairly Strong,13,13,15,12,14,11,10,14,8,9,13,11,11,15,15,13,16,13,17,13,15,15,8,14,14,16,14,16,14,13,13,12,17,14,16,14,2,3,1,1,1,1,3,2,1,2,2
Nico González,67276127,Man City,England (Premier League),ESP,3/1/2000 (23 years old),187 cm,81 kg,"DM, M (C)",€22M - €28M,"€51,000 p/w",Right,Very Strong,Fairly Strong,6,8,12,9,15,8,12,10,5,12,14,8,13,14,13,14,12,15,12,13,14,14,11,12,14,13,14,14,12,13,15,13,15,13,14,14,3,4,2,3,1,1,3,2,3,1,1
James Trafford,28126242,Man City,England (Premier League),ENG,10/10/2000 (22 years old),197 cm,89 kg,GK,€11.5M - €18M,"€39,500 p/w",Right,Very Strong,Weak,1,3,5,3,9,5,5,2,3,2,11,1,2,13,11,11,13,11,13,11,12,10,12,3,14,12,12,12,13,12,15,15,15,13,13,13,15,13,11,11,13,14,13,12,15,13,14
Rayan Aït-Nouri,49047581,Man City,England (Premier League),ALG,6/6/1999 (24 years old),180 cm,70 kg,D/WB (RL),€11M - €13.5M,"€41,500 p/w",Left,Reasonable,Very Strong,11,14,15,10,14,7,11,9,8,12,13,8,14,15,11,13,13,14,12,12,15,16,7,14,14,12,13,13,14,13,12,10,12,15,13,11,2,1,1,1,3,3,2,2,2,2,1
Stefan Ortega,91100272,Man City,England (Premier League),GER,6/11/1990 (32 years old),185 cm,88 kg,GK,€6.6M - €10.5M,"€70,000 p/w",Right,Very Strong,Weak,5,2,2,3,13,8,7,2,1,2,15,6,3,12,10,12,12,13,12,13,14,5,13,5,11,12,13,13,11,12,13,14,14,9,12,13,12,13,13,10,15,15,13,11,16,13,14
Omar Marmoush,91205962,Man City,England (Premier League),EGY,7/2/1997 (26 years old),183 cm,81 kg,"M/AM (RL), ST (RL)",€450K - €8.4M,"€43,500 p/w",Right,Very Strong,Weak,13,10,16,13,12,14,11,12,6,7,11,13,8,15,13,13,11,12,10,11,13,16,5,13,7,11,11,11,16,15,11,11,13,16,11,11,2,3,1,3,3,2,3,3,3,2,1
Marcus Bettinelli,28021778,Man City,England (Premier League),ENG,24/5/1990 (33 years old),193 cm,92 kg,GK,€140K - €1.4M,"€17,250 p/w",Right Only,Very Strong,Weak,5,3,5,1,9,7,6,2,14,5,12,2,5,8,11,14,14,10,13,11,18,3,13,2,14,14,6,11,10,12,12,16,8,6,11,13,15,12,12,5,11,13,12,14,13,11,12
Kian Breckin,2000029976,Man City,England (Premier League),ENG,10/12/2001 (21 years old),175 cm,65 kg,"DM, M (C)",€100K - €1M,"€7,000 p/w",Right,Very Strong,Weak,9,6,11,14,14,9,9,10,5,10,11,6,11,9,15,10,9,9,7,15,19,12,12,15,11,14,12,13,9,12,15,8,15,10,8,7,3,1,3,3,3,2,3,2,3,3,2
Luke Mbete,2000014931,Man City,England (Premier League),ENG,18/9/2001 (21 years old),185 cm,82 kg,D (C),€40K - €375K,"€8,750 p/w",Left,Reasonable,Very Strong,5,5,6,6,12,8,12,5,8,11,11,2,12,12,10,10,13,12,10,10,11,5,8,10,11,13,13,11,13,9,13,14,10,12,13,13,2,2,4,1,2,3,3,3,2,2,1
Rodri,67217524,Man City,England (Premier League),ESP,22/6/1994 (29 years old),191 cm,75 kg,DM,Not for Sale,"€190,000 p/w",Right,Very Strong,Fairly Strong,4,8,13,13,15,8,13,15,7,13,16,8,17,14,13,17,15,20,17,18,13,9,11,14,17,16,16,16,14,13,12,17,16,13,17,16,2,3,2,2,3,2,1,2,2,2,2
Bernardo Silva,55041632,Man City,England (Premier League),POR,10/8/1992 (30 years old),173 cm,64 kg,"M (C), AM (RLC), ST (RL)",Not for Sale,"€300,000 p/w",Left,Weak,Very Strong,14,15,17,15,17,13,10,13,2,12,17,13,8,18,13,16,15,16,15,15,16,17,12,17,13,17,17,20,15,19,16,7,17,14,17,9,3,1,2,1,2,3,4,1,1,2,2
Erling Haaland,29179241,Man City,England (Premier League),NOR,21/7/1998 (24 years old),195 cm,94 kg,ST (C),Not for Sale,"€400,000 p/w",Left,Reasonable,Very Strong,7,10,14,18,16,13,15,13,5,6,13,17,7,15,15,19,15,18,15,15,20,16,13,18,7,14,14,13,17,16,17,18,19,19,14,17,4,3,1,2,1,2,1,1,2,2,2
Luke Shaw,29076105,Man Utd,England (Premier League),ENG,12/7/1993 (29 years old),180 cm,75 kg,D (L),€268M - €292M,"€235,000 p/w",Left,Reasonable,Very Strong,15,14,14,8,15,14,13,6,10,14,15,8,13,14,13,15,13,15,14,15,10,10,13,15,15,15,13,14,15,15,15,13,13,15,15,16,1,3,1,2,2,2,1,3,2,2,2
Lisandro Martínez,14167329,Man Utd,England (Premier League),ARG,18/1/1996 (27 years old),175 cm,77 kg,D (C),€214M - €233M,"€140,000 p/w",Left,Reasonable,Very Strong,6,9,11,7,14,8,14,6,12,15,15,10,16,15,17,16,17,16,14,14,17,10,13,10,16,14,14,15,13,13,14,12,15,13,15,15,2,1,3,1,1,2,2,2,4,1,3
Mason Mount,28103590,Man Utd,England (Premier League),ENG,10/1/1997 (26 years old),181 cm,73 kg,M (C),€116M - €167M,"€235,000 p/w",Right,Very Strong,Fairly Strong,15,12,11,14,15,14,8,12,4,7,14,15,11,14,15,14,15,14,12,14,18,13,11,17,14,18,12,20,14,13,10,9,15,15,19,10,3,2,1,1,2,1,1,3,1,3,3
Manuel Ugarte,78084541,Man Utd,England (Premier League),URU,11/4/1999 (24 years old),182 cm,77 kg,"DM, M (C)",€107M - €130M,"€80,000 p/w",Right,Very Strong,Reasonable,7,10,11,8,13,10,9,10,10,14,13,7,18,12,18,16,18,13,17,13,19,12,12,8,16,18,12,17,12,12,16,11,17,13,17,14,2,3,2,3,1,3,1,1,3,3,1
Matthijs de Ligt,37055843,Man Utd,England (Premier League),NED,12/8/1997 (25 years old),189 cm,89 kg,D (C),€105M - €134M,"€110,000 p/w",Right,Very Strong,Reasonable,4,7,10,8,12,10,16,12,7,16,13,8,16,12,16,14,18,12,13,14,16,8,17,9,16,14,12,16,12,11,16,16,12,14,14,18,2,3,3,2,2,1,3,3,1,2,3
Bruno Fernandes,43124203,Man Utd,England (Premier League),POR,8/9/1992 (30 years old),179 cm,69 kg,AM (C),€99M - €127M,"€300,000 p/w",Right,Very Strong,Fairly Strong,16,16,11,15,17,16,10,16,4,3,18,19,8,17,18,17,17,14,13,13,17,17,17,17,8,15,18,17,13,15,13,9,20,13,19,10,1,1,1,2,2,4,3,3,2,2,2
Casemiro,19061518,Man Utd,England (Premier League),BRA,23/2/1990 (33 years old),185 cm,84 kg,"DM, M (C)",€73M - €113M,"€350,000 p/w",Right,Very Strong,Fairly Strong,10,11,11,11,14,10,16,14,10,14,14,13,16,14,18,17,17,12,15,13,17,12,17,13,16,17,13,16,11,11,15,14,12,12,14,17,3,3,3,1,4,4,1,2,2,2,2
Kobbie Mainoo,2000123586,Man Utd,England (Premier League),ENG,19/4/2003 (20 years old),180 cm,66 kg,"DM, M (C)",€65M - €101M,"€11,750 p/w",Right,Very Strong,Fairly Strong,9,9,14,10,14,6,10,8,4,8,14,10,11,15,13,13,13,15,12,14,13,11,7,13,13,15,13,14,13,15,15,9,15,13,14,11,3,1,1,4,1,2,2,2,1,2,2
Benjamin Šeško,62246208,Man Utd,England (Premier League),SVN,31/5/2001 (22 years old),194 cm,85 kg,ST (C),€62M - €96M,"€40,000 p/w",Right,Very Strong,Reasonable,3,7,13,13,13,10,14,9,6,6,11,15,7,14,12,13,13,12,10,12,14,13,8,14,6,11,10,13,15,13,13,17,13,16,14,14,3,1,1,2,2,1,3,1,3,2,1
Noussair Mazraoui,37052470,Man Utd,England (Premier League),MAR,14/11/1995 (27 years old),183 cm,65 kg,D/WB (RL),€58M - €90M,"€69,000 p/w",Right,Very Strong,Reasonable,8,12,14,9,15,7,11,12,12,11,14,10,14,15,13,12,15,13,12,13,12,15,11,14,12,16,14,16,14,15,12,11,10,14,15,10,1,2,1,3,2,1,4,2,1,2,1
Amad Diallo,43425040,Man Utd,England (Premier League),CIV,11/7/2000 (22 years old),173 cm,68 kg,AM (R),€43M - €64M,"€29,000 p/w",Left,Weak,Very Strong,10,11,16,13,16,12,4,15,2,4,15,8,3,15,12,11,7,10,8,8,17,16,5,12,5,7,13,11,16,16,13,6,15,15,10,8,2,3,3,2,2,4,1,3,3,4,1
Joshua Zirkzee,37060922,Man Utd,England (Premier League),NED,22/5/1999 (24 years old),193 cm,84 kg,ST (C),€40M - €61M,"€64,000 p/w",Right,Very Strong,Fairly Strong,4,10,17,13,15,12,12,12,4,5,16,12,9,18,13,14,12,12,12,15,12,19,10,13,10,17,16,13,13,14,13,13,14,14,15,15,1,1,1,2,4,2,3,1,3,3,3
Matheus Cunha,19334410,Man Utd,England (Premier League),BRA,27/5/1997 (26 years old),183 cm,76 kg,"M/AM (RL), ST (RL)",€39M - €61M,"€58,000 p/w",Right,Very Strong,Fairly Strong,12,12,17,15,15,13,11,14,5,4,14,13,6,16,16,11,15,12,6,8,16,17,11,12,5,9,11,13,15,15,14,12,12,15,13,12,3,3,1,2,1,3,1,3,3,3,3
Bryan Mbeumo,48042658,Man Utd,England (Premier League),CMR,7/8/1997 (25 years old),171 cm,70 kg,"M/AM (RL), ST (RL)",€36M - €56M,"€58,000 p/w",Left,Reasonable,Very Strong,13,13,14,12,12,9,11,13,6,6,13,13,6,13,12,13,14,13,13,13,15,14,7,14,8,14,13,16,15,13,12,8,16,15,15,13,1,2,3,1,1,2,3,3,4,1,1
Diogo Dalot,83105845,Man Utd,England (Premier League),POR,18/3/1997 (26 years old),184 cm,75 kg,D/WB (RL),€34M - €41M,"€99,000 p/w",Right,Very Strong,Fairly Strong,9,13,13,8,14,6,12,7,13,12,13,10,13,13,13,14,12,13,12,12,13,11,8,13,14,14,11,15,14,14,13,13,15,14,15,13,2,1,2,3,1,2,3,2,3,3,4
Tyrell Malacia,37058363,Man Utd,England (Premier League),NED,17/8/1997 (25 years old),169 cm,67 kg,D/WB (RL),€18M - €23M,"€58,000 p/w",Left,Reasonable,Very Strong,7,13,12,7,13,9,9,8,12,14,12,7,13,13,15,13,16,13,11,14,16,10,9,13,13,15,10,17,15,17,13,8,16,15,15,7,4,1,3,4,1,3,3,2,3,1,4
Harry Maguire,28049740,Man Utd,England (Premier League),ENG,5/3/1991 (32 years old),194 cm,100 kg,D (C),€15.5M - €24M,"€235,000 p/w",Right,Very Strong,Fairly Strong,5,7,10,8,13,8,17,7,10,15,13,14,15,13,12,13,17,13,12,12,11,9,15,7,16,14,12,12,10,8,13,17,17,12,17,17,1,1,3,2,2,1,3,1,2,2,2
Altay Bayındır,70099201,Man Utd,England (Premier League),TUR,14/4/1996 (27 years old),198 cm,88 kg,GK,€11.5M - €14M,"€46,500 p/w",Right,Very Strong,Reasonable,4,1,1,1,11,9,8,2,2,1,12,1,3,10,16,15,16,8,7,8,12,4,15,1,12,10,10,14,10,15,14,19,14,10,11,16,15,13,10,12,17,15,16,13,14,14,10
Tom Heaton,5112064,Man Utd,England (Premier League),ENG,15/4/1984 (39 years old),188 cm,84 kg,GK,€130K - €1.3M,"€76,000 p/w",Right,Very Strong,Weak,5,1,3,2,8,6,8,2,3,1,12,1,1,8,7,13,14,10,17,14,13,1,18,1,14,18,11,6,5,10,10,14,13,7,10,13,14,15,16,6,13,10,12,5,14,11,11
Rhys Bennett,2000025291,Man Utd,England (Premier League),ENG,30/10/2001 (21 years old),185 cm,76 kg,D (C),€22K - €220K,"€1,700 p/w",Right,Very Strong,Reasonable,2,3,3,4,10,4,13,2,8,12,10,5,12,11,12,11,14,8,12,11,7,3,10,3,13,12,4,12,10,8,8,13,11,12,12,13,2,4,3,2,3,3,1,2,1,3,2
Senne Lammens,18107436,Man Utd,England (Premier League),BEL,7/7/2000 (22 years old),193 cm,92 kg,GK,€16K - €160K,"€3,500 p/w",Right Only,Very Strong,Weak,2,1,2,1,14,6,11,3,3,3,14,3,3,12,13,14,12,10,11,12,18,1,12,2,8,9,8,8,10,13,10,14,18,10,11,10,11,11,12,5,12,14,11,10,14,10,10
Dermot Mee,28127210,Man Utd,England (Premier League),NIR,20/11/2000 (22 years old),186 cm,72 kg,GK,€0 - €14K,"€1,400 p/w",Right Only,Very Strong,Weak,3,2,2,1,8,4,2,2,2,2,6,3,2,8,10,11,10,8,10,9,6,3,7,3,11,9,4,7,11,12,10,13,9,7,7,8,14,9,8,5,12,9,8,6,13,8,6
Tommy Rowe,5109708,Man Utd,England (Premier League),ENG,24/9/1986 (36 years old),180 cm,81 kg,M (C),€0 - €8K,"€2,100 p/w",Left,Weak,Very Strong,8,11,10,11,11,9,7,10,6,10,11,8,11,10,9,12,13,11,10,11,10,9,14,11,12,14,10,12,8,9,11,9,10,8,11,11,3,3,1,1,2,2,3,3,3,1,1
Nayef Aguerd,13199286,Marseille,France (Ligue 1),MAR,30/3/1994 (29 years old),188 cm,76 kg,D (C),€44M - €68M,"€35,500 p/w",Left Only,Weak,Very Strong,3,9,10,12,12,4,16,7,11,14,13,9,16,13,11,14,14,15,14,14,12,5,11,9,15,12,13,12,13,12,13,16,12,14,13,12,1,2,1,1,2,1,2,3,1,3,1
Amine Gouiri,48044735,Marseille,France (Ligue 1),ALG,16/2/1998 (25 years old),180 cm,72 kg,"AM (RL), ST (RL)",€43M - €55M,"€30,000 p/w",Right,Very Strong,Weak,8,12,15,15,15,13,11,15,4,4,13,14,4,15,13,13,14,14,13,13,16,16,10,15,8,15,14,14,14,14,14,12,15,14,13,13,3,1,2,2,1,1,3,1,4,1,2
Mason Greenwood,28121564,Marseille,France (Ligue 1),ENG,1/10/1999 (23 years old),183 cm,70 kg,"AM (RL), ST (RL)",€42M - €65M,"€35,500 p/w",Either,Very Strong,Very Strong,5,12,16,16,15,14,7,13,1,2,13,10,3,15,13,12,10,14,10,10,14,16,2,13,3,11,10,12,15,15,13,10,15,16,12,9,4,3,2,1,3,2,3,1,4,3,3
Benjamin Pavard,85120944,Marseille,France (Ligue 1),FRA,28/3/1994 (29 years old),186 cm,76 kg,D (C),€36M - €55M,,Right,Very Strong,Reasonable,4,12,10,9,14,4,16,13,13,15,14,6,15,14,13,16,14,17,16,14,15,11,12,12,16,17,13,16,12,13,15,15,15,14,14,13,3,2,1,3,3,3,2,2,1,3,2
Emerson,19158043,Marseille,France (Ligue 1),ITA,3/8/1992 (30 years old),176 cm,77 kg,D/WB (RL),€27M - €35M,"€33,500 p/w",Left,Reasonable,Very Strong,12,14,14,7,15,10,9,14,10,12,12,4,13,14,11,14,12,14,12,12,14,14,8,15,12,13,12,14,15,15,15,9,13,15,14,13,3,2,1,4,3,1,1,2,1,2,2
Matt O'Riley,29186052,Marseille,France (Ligue 1),DEN,21/11/1998 (24 years old),187 cm,77 kg,"DM, M (C)",€24M - €37M,,Left,Fairly Strong,Very Strong,13,12,13,13,16,8,11,10,5,8,14,8,10,15,12,14,8,15,12,14,14,13,9,14,11,13,15,12,12,11,14,14,14,12,13,12,2,2,2,2,3,2,3,3,2,3,3
Arthur Vermeeren,2000127465,Marseille,France (Ligue 1),BEL,7/2/2003 (20 years old),180 cm,69 kg,"DM, M (C)",€18M - €22M,,Right,Very Strong,Reasonable,8,8,10,9,12,8,9,9,8,11,14,12,11,12,11,13,13,13,12,13,12,11,9,12,11,14,14,12,12,12,9,9,11,13,12,9,1,3,1,1,3,2,2,3,2,2,3
Pierre-Emile Højbjerg,27058392,Marseille,France (Ligue 1),DEN,5/8/1993 (29 years old),185 cm,84 kg,"DM, M (C)",€15M - €24M,"€35,500 p/w",Right,Very Strong,Reasonable,12,12,11,11,14,13,8,9,10,10,12,13,15,14,17,15,15,14,14,12,18,11,17,13,12,16,13,17,11,11,14,12,20,14,18,15,3,4,2,2,3,3,2,4,1,1,2
Angel Gomes,28109888,Marseille,France (Ligue 1),ENG,31/8/1998 (24 years old),168 cm,58 kg,"M/AM (RL), ST (RL)",€12.5M - €19.5M,"€32,000 p/w",Right,Very Strong,Fairly Strong,14,16,15,13,15,12,6,13,4,6,16,14,7,15,8,13,8,13,15,13,14,18,8,12,6,11,15,14,14,15,11,6,10,14,12,6,1,4,2,3,2,3,2,1,3,3,1
Neal Maupay,85120748,Marseille,France (Ligue 1),FRA,14/8/1994 (28 years old),171 cm,69 kg,ST (C),€10.5M - €16M,"€15,750 p/w",Right,Very Strong,Reasonable,6,10,12,13,13,8,13,13,5,6,13,13,9,14,17,15,15,13,14,12,15,13,12,13,9,14,14,14,13,14,15,8,15,12,15,14,2,2,1,3,1,3,2,2,1,1,3
Igor Paixão,19383256,Marseille,France (Ligue 1),BRA,28/6/1998 (25 years old),167 cm,63 kg,"M/AM (RL), ST (RL)",€10.5M - €16M,"€17,750 p/w",Right,Very Strong,Fairly Strong,11,11,13,12,12,8,8,11,8,8,12,13,8,13,11,12,13,12,12,12,13,14,7,14,7,12,9,12,15,14,12,6,15,15,13,7,2,1,3,2,3,1,3,2,1,3,3
Leonardo Balerdi,14196664,Marseille,France (Ligue 1),ARG,26/1/1997 (26 years old),187 cm,76 kg,D (C),€6.6M - €10.5M,"€28,500 p/w",Right,Very Strong,Fairly Strong,4,6,7,6,13,4,14,7,5,14,13,8,14,12,13,14,12,15,13,14,14,6,9,6,15,14,9,12,12,12,12,15,13,12,12,13,2,2,2,2,1,2,4,1,2,1,3
Amir Murillo,80028885,Marseille,France (Ligue 1),PAN,11/2/1994 (29 years old),183 cm,75 kg,D/WB (RL),€2M - €4.3M,"€13,750 p/w",Right,Very Strong,Weak,5,13,11,11,13,8,13,10,13,11,13,8,13,12,11,12,15,11,13,12,10,13,8,13,12,13,12,13,14,13,12,13,14,14,14,12,2,1,2,1,1,2,3,1,2,3,3
Ulisses Garcia,98030499,Marseille,France (Ligue 1),SUI,11/1/1994 (29 years old),183 cm,82 kg,D/WB (RL),€450K - €4.4M,"€17,750 p/w",Left,Weak,Very Strong,8,13,12,7,12,7,10,11,14,12,12,8,13,12,15,13,14,12,12,13,14,13,11,14,12,14,12,14,13,11,15,12,16,14,16,13,3,1,3,2,1,3,2,1,1,2,3
Pol Lirola,67211095,Marseille,France (Ligue 1),ESP,13/8/1995 (27 years old),183 cm,70 kg,"M/AM (RL), ST (RL)",€350K - €3.5M,"€32,000 p/w",Right,Very Strong,Reasonable,8,14,13,7,12,10,10,9,10,11,13,8,12,14,12,11,12,12,12,12,13,12,8,12,11,11,12,12,15,14,13,10,12,14,13,12,2,4,3,3,3,3,2,1,2,1,2
Rubén Blanco,67156610,Marseille,France (Ligue 1),ESP,25/7/1993 (29 years old),189 cm,80 kg,GK,€325K - €9.2M,"€24,500 p/w",Right,Very Strong,Fairly Strong,4,2,1,3,11,8,3,2,3,3,13,6,1,7,9,13,12,15,11,12,13,7,8,3,15,13,7,11,13,15,11,14,11,11,13,11,13,10,14,7,14,12,14,13,16,14,11
Bilal Nadir,2000011617,Marseille,France (Ligue 1),FRA,28/11/2001 (21 years old),172 cm,62 kg,"M (C), AM (RLC), ST (RL)",€100K - €325K,€850 p/w,Left,Weak,Very Strong,8,9,11,8,12,7,8,8,3,6,12,6,9,11,10,11,12,12,12,12,13,12,6,11,11,13,12,13,12,13,12,8,10,12,11,9,2,2,1,1,2,3,1,2,2,2,1
Timothy Weah,48042432,Marseille,France (Ligue 1),USA,22/2/1998 (25 years old),185 cm,66 kg,"M/AM (RL), ST (RL)",€0,,Right,Very Strong,Reasonable,10,13,12,11,12,8,12,14,12,9,12,12,9,12,10,11,10,11,10,11,11,14,7,13,10,11,12,13,16,15,13,12,14,14,12,10,3,1,3,1,1,3,3,2,1,2,3
Hamed Traoré,43317933,Marseille,France (Ligue 1),CIV,16/2/1998 (25 years old),177 cm,77 kg,AM (C),€0,"€58,000 p/w",Right,Very Strong,Strong,12,12,15,13,15,11,4,13,4,6,14,11,8,15,12,13,11,13,10,12,14,16,10,15,7,14,14,13,13,16,15,4,14,13,12,10,4,1,2,1,3,2,1,3,2,3,2
Facundo Medina,14185869,Marseille,France (Ligue 1),ARG,28/5/1997 (26 years old),184 cm,78 kg,D (C),€0,,Left,Weak,Very Strong,6,14,13,9,14,8,13,8,14,14,14,8,13,14,14,13,14,11,14,14,15,12,14,14,13,16,13,18,13,13,14,14,15,14,14,14,1,2,3,3,3,3,2,2,1,1,4
Geoffrey Kondogbia,85033422,Marseille,France (Ligue 1),CTA,15/2/1991 (32 years old),188 cm,80 kg,"DM, M (C)",Not for Sale,"€125,000 p/w",Left Only,Weak,Very Strong,8,11,15,12,15,8,14,13,7,12,15,9,15,14,16,14,15,12,11,13,13,14,14,13,15,14,13,15,13,14,16,14,15,13,16,16,3,2,2,2,2,1,2,2,3,2,1
Pierre-Emerick Aubameyang,43017197,Marseille,France (Ligue 1),GAB,18/6/1987 (36 years old),186 cm,80 kg,"AM (RL), ST (RL)",Not for Sale,"€175,000 p/w",Right,Very Strong,Reasonable,5,10,14,15,14,11,12,14,2,5,12,15,6,14,10,15,12,14,12,11,10,17,13,17,8,12,13,8,14,14,15,14,13,14,12,10,4,1,3,2,2,3,3,1,1,1,1
Gerónimo Rulli,14030119,Marseille,France (Ligue 1),ARG,20/5/1990 (33 years old),189 cm,84 kg,GK,Not for Sale,"€26,500 p/w",Right Only,Very Strong,Weak,2,1,2,1,7,2,5,2,2,2,12,3,3,13,8,13,15,12,13,11,11,3,11,1,13,14,10,11,11,15,9,14,15,10,12,12,13,14,12,10,13,15,17,14,17,14,13
Habib Diallo,36515158,Metz,France (Ligue 1),SEN,18/6/1993 (30 years old),186 cm,79 kg,ST (C),€34M - €52M,"€21,000 p/w",Right,Very Strong,Weak,8,7,11,17,11,10,15,10,8,6,11,15,6,13,7,12,15,13,13,11,11,13,11,13,12,11,12,14,14,13,16,14,15,14,14,16,3,1,2,1,2,2,2,3,2,2,3
Boubacar Traoré,12083693,Metz,France (Ligue 1),MLI,20/8/1999 (23 years old),183 cm,67 kg,M (C),€7.2M - €8.8M,,Right,Very Strong,Reasonable,8,6,12,8,13,8,11,13,9,9,13,12,11,12,13,14,14,13,12,13,12,10,9,14,10,12,13,15,12,14,13,13,13,10,12,12,3,2,2,3,1,2,2,2,1,1,4
Gauthier Hein,85138173,Metz,France (Ligue 1),FRA,7/8/1994 (28 years old),170 cm,65 kg,"M/AM (RL), ST (RL)",€2.7M - €5.6M,"€8,500 p/w",Left,Weak,Very Strong,10,12,13,12,14,9,7,14,6,7,13,11,7,14,10,10,14,14,10,12,10,14,9,14,6,12,13,13,14,16,12,7,13,13,13,7,3,3,3,1,1,1,3,2,3,1,2
Jessy Deminguet,85144985,Metz,France (Ligue 1),FRA,7/1/1996 (27 years old),178 cm,74 kg,"M (C), AM (RLC), ST (RL)",€2.6M - €5.4M,"€8,500 p/w",Left Only,Weak,Very Strong,15,13,14,8,14,15,5,12,5,8,15,12,10,15,6,12,12,14,13,13,13,13,12,12,8,14,14,15,14,13,10,7,14,13,13,11,2,3,2,3,3,1,1,1,3,2,2
